GEOID,NAME,address,inspection_date,access_1,ecb_violation_number,dob_violation_number,longitude,latitude,total_population_17,median_income_17,median_home_value_17,educational_attainment_17,white_alone_17,black_alone_17,native_alone_17,asian_alone_17,native_hawaiian_pacific_islander_17,some_other_race_alone,two_or_more,hispanic_or_latino_17,educational_attainment_pct_17,educational_attainment_change,home_pct_change,pct_white_alone_17,pct_white_alone_change,pct_black_alone_17,pct_black_alone_change,pct_asian_alone_17,pct_asian_alone_change,pct_native_alone_17,pct_native_alone_change,pct_native_hawaiian_pacific_islander_17,pct_native_hawaiian_pacific_islander_change,pct_hispanic_or_latino_17,pct_hispanic_or_latino_change,raids
36047021700,217,778 FRANKLIN AVENUE,2016-06-19,MARCH: NO PA PERMIT/ECB NOV ISSUED,35168548M,061916CNEJM02,-73.95782116,40.67193909,4035,60219.0,1137500.0,1392.0,881.0,1829.0,0.0,340.0,0.0,48.0,135.0,802.0,52.076318742985414,29.361028760560103,0.7799806593406593,21.834,18.009,45.328,-30.576,8.426,1.712,0.0,-0.39,0.0,-0.026000000000000002,19.875999999999998,7.36,8
36047021700,217,778 FRANKLIN AVENUE,2017-02-26,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35219223L,0222617CNESC02,-73.95782116,40.67193909,4035,60219.0,1137500.0,1392.0,881.0,1829.0,0.0,340.0,0.0,48.0,135.0,802.0,52.076318742985414,29.361028760560103,0.7799806593406593,21.834,18.009,45.328,-30.576,8.426,1.712,0.0,-0.39,0.0,-0.026000000000000002,19.875999999999998,7.36,8
36047021700,217,778 FRANKLIN AVENUE,2014-04-05,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35091300X,,-73.95782116,40.67193909,4035,60219.0,1137500.0,1392.0,881.0,1829.0,0.0,340.0,0.0,48.0,135.0,802.0,52.076318742985414,29.361028760560103,0.7799806593406593,21.834,18.009,45.328,-30.576,8.426,1.712,0.0,-0.39,0.0,-0.026000000000000002,19.875999999999998,7.36,8
36047021700,217,778 FRANKLIN AVENUE,2017-06-03,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35245338K,060317PAERJM03,-73.95782116,40.67193909,4035,60219.0,1137500.0,1392.0,881.0,1829.0,0.0,340.0,0.0,48.0,135.0,802.0,52.076318742985414,29.361028760560103,0.7799806593406593,21.834,18.009,45.328,-30.576,8.426,1.712,0.0,-0.39,0.0,-0.026000000000000002,19.875999999999998,7.36,8
36047021700,217,778 FRANKLIN AVENUE,2014-04-05,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35090742Z,,-73.95782116,40.67193909,4035,60219.0,1137500.0,1392.0,881.0,1829.0,0.0,340.0,0.0,48.0,135.0,802.0,52.076318742985414,29.361028760560103,0.7799806593406593,21.834,18.009,45.328,-30.576,8.426,1.712,0.0,-0.39,0.0,-0.026000000000000002,19.875999999999998,7.36,8
36047021700,217,778 FRANKLIN AVENUE,2014-10-04,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35096638X,100514CNELC01,-73.95782116,40.67193909,4035,60219.0,1137500.0,1392.0,881.0,1829.0,0.0,340.0,0.0,48.0,135.0,802.0,52.076318742985414,29.361028760560103,0.7799806593406593,21.834,18.009,45.328,-30.576,8.426,1.712,0.0,-0.39,0.0,-0.026000000000000002,19.875999999999998,7.36,8
36047021700,217,766 FRANKLIN AVENUE,2017-06-03,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95784216,40.67224781,4035,60219.0,1137500.0,1392.0,881.0,1829.0,0.0,340.0,0.0,48.0,135.0,802.0,52.076318742985414,29.361028760560103,0.7799806593406593,21.834,18.009,45.328,-30.576,8.426,1.712,0.0,-0.39,0.0,-0.026000000000000002,19.875999999999998,7.36,8
36047020300,203,960 ATLANTIC AVENUE,2017-02-25,MARCH: NO PA PERMIT/ECB NOV ISSUED,35219221H,022517CNESC01,-73.96242047,40.68038811,1764,103571.0,918600.0,833.0,675.0,496.0,0.0,271.0,0.0,21.0,34.0,267.0,64.07692307692308,42.68803418803419,0.6976094056172436,38.265,26.52,28.118000000000002,-29.265,15.363,11.42,0.0,-0.336,0.0,0.0,15.136,-10.283,7
36047020300,203,960 ATLANTIC AVENUE,2017-02-25,MARCH: NO PA PERMIT/ECB NOV ISSUED,35219220X,022517CNESC01,-73.96242047,40.68038811,1764,103571.0,918600.0,833.0,675.0,496.0,0.0,271.0,0.0,21.0,34.0,267.0,64.07692307692308,42.68803418803419,0.6976094056172436,38.265,26.52,28.118000000000002,-29.265,15.363,11.42,0.0,-0.336,0.0,0.0,15.136,-10.283,7
36047020300,203,960 ATLANTIC AVENUE,2016-12-11,MARCH: NO PA PERMIT/ECB NOV ISSUED,35213316N,121116CERGC01,-73.96242047,40.68038811,1764,103571.0,918600.0,833.0,675.0,496.0,0.0,271.0,0.0,21.0,34.0,267.0,64.07692307692308,42.68803418803419,0.6976094056172436,38.265,26.52,28.118000000000002,-29.265,15.363,11.42,0.0,-0.336,0.0,0.0,15.136,-10.283,7
36047020300,203,960 ATLANTIC AVENUE,2015-01-25,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117410J,012515PAERDM01,-73.96242047,40.68038811,1764,103571.0,918600.0,833.0,675.0,496.0,0.0,271.0,0.0,21.0,34.0,267.0,64.07692307692308,42.68803418803419,0.6976094056172436,38.265,26.52,28.118000000000002,-29.265,15.363,11.42,0.0,-0.336,0.0,0.0,15.136,-10.283,7
36047020300,203,960 ATLANTIC AVENUE,2017-02-25,MARCH: NO PA PERMIT/ECB NOV ISSUED,35219221H,022517CNESC02,-73.96242047,40.68038811,1764,103571.0,918600.0,833.0,675.0,496.0,0.0,271.0,0.0,21.0,34.0,267.0,64.07692307692308,42.68803418803419,0.6976094056172436,38.265,26.52,28.118000000000002,-29.265,15.363,11.42,0.0,-0.336,0.0,0.0,15.136,-10.283,7
36047020300,203,960 ATLANTIC AVENUE,2017-02-25,MARCH: NO PA PERMIT/ECB NOV ISSUED,35219220X,022517CNESC02,-73.96242047,40.68038811,1764,103571.0,918600.0,833.0,675.0,496.0,0.0,271.0,0.0,21.0,34.0,267.0,64.07692307692308,42.68803418803419,0.6976094056172436,38.265,26.52,28.118000000000002,-29.265,15.363,11.42,0.0,-0.336,0.0,0.0,15.136,-10.283,7
36047020300,203,856 ATLANTIC AVENUE,2016-06-18,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35168547K,061816CNEJM01,-73.96660398,40.68126627,1764,103571.0,918600.0,833.0,675.0,496.0,0.0,271.0,0.0,21.0,34.0,267.0,64.07692307692308,42.68803418803419,0.6976094056172436,38.265,26.52,28.118000000000002,-29.265,15.363,11.42,0.0,-0.336,0.0,0.0,15.136,-10.283,7
36047030500,305,676 FRANKLIN AVENUE,2015-06-13,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95653099,40.67540938,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,617 GRAND AVENUE,2014-03-14,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96252138,40.67673336,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,899 BERGEN STREET,2015-01-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95736316,40.6775809,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,899 BERGEN STREET,2015-01-26,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95736316,40.6775809,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,559 GRAND AVENUE,2013-02-24,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96164846,40.67858756,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,1065 PACIFIC STREET,2016-06-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.95792255,40.67915371,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,990 ATLANTIC AVENUE,2014-10-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96119918,40.68015755,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,990 ATLANTIC AVENUE,2013-05-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96119918,40.68015755,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,990 ATLANTIC AVENUE,2016-06-19,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96119918,40.68015755,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,990 ATLANTIC AVENUE,2016-12-10,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96119918,40.68015755,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,990 ATLANTIC AVENUE,2014-04-04,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96119918,40.68015755,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
36047030500,305,990 ATLANTIC AVENUE,2017-02-25,MARCH: NO ENFORCEMENT ACTION TAKEN,,,-73.96119918,40.68015755,6267,70125.0,544800.0,3034.0,2483.0,2471.0,0.0,317.0,0.0,0.0,93.0,903.0,57.13747645951035,45.071474396945895,0.6262640329515419,39.62,37.086999999999996,39.429,-37.691,5.058,2.9019999999999997,0.0,-0.35600000000000004,0.0,0.0,14.409,-2.401,12
